Timestamp,Marker_0_X_mm,Marker_0_Y_mm,Marker_1_X_mm,Marker_1_Y_mm,Marker_2_X_mm,Marker_2_Y_mm,Marker_3_X_mm,Marker_3_Y_mm,Marker_4_X_mm,Marker_4_Y_mm,Marker_5_X_mm,Marker_5_Y_mm,Marker_6_X_mm,Marker_6_Y_mm,Marker_7_X_mm,Marker_7_Y_mm
2025-03-11 17:04:13.824824,854,300,729,268,0,16,,,,,,,,,,
2025-03-11 17:04:13.917136,855,293,731,261,1,17,,,,,,,,,,
2025-03-11 17:04:14.012342,858,285,733,254,0,14,,,,,,,,,,
2025-03-11 17:04:14.106248,858,284,733,253,0,16,,,,,,,,,,
2025-03-11 17:04:14.207201,765,254,736,252,,,,,,,,,,,,
2025-03-11 17:04:14.288416,765,254,736,252,14,0,,,,,,,,,,
2025-03-11 17:04:14.380415,769,254,740,253,,,,,,,,,,,,
2025-03-11 17:04:14.460320,770,255,740,253,,,,,,,,,,,,
2025-03-11 17:04:14.542434,771,257,741,253,,,,,,,,,,,,
2025-03-11 17:04:14.631556,771,256,741,254,,,,,,,,,,,,
2025-03-11 17:04:14.728218,797,266,741,254,,,,,,,,,,,,
2025-03-11 17:04:14.807443,797,266,740,253,,,,,,,,,,,,
2025-03-11 17:04:14.885193,797,265,740,253,,,,,,,,,,,,
2025-03-11 17:04:14.961353,797,265,740,252,,,,,,,,,,,,
2025-03-11 17:04:15.042173,795,263,740,250,,,,,,,,,,,,
2025-03-11 17:04:15.122479,794,263,739,250,,,,,,,,,,,,
2025-03-11 17:04:15.197155,795,265,740,252,,,,,,,,,,,,
2025-03-11 17:04:15.272153,795,265,740,252,,,,,,,,,,,,
2025-03-11 17:04:15.356116,798,268,743,254,,,,,,,,,,,,
2025-03-11 17:04:15.439611,800,269,745,256,,,,,,,,,,,,
2025-03-11 17:04:15.510320,813,278,756,264,,,,,,,,,,,,
2025-03-11 17:04:15.589710,817,282,761,268,,,,,,,,,,,,
2025-03-11 17:04:15.673123,832,284,775,269,,,,,,,,,,,,
2025-03-11 17:04:15.750730,838,286,780,272,,,,,,,,,,,,
2025-03-11 17:04:15.827192,847,298,789,283,,,,,,,,,,,,
2025-03-11 17:04:15.909734,847,300,790,285,,,,,,,,,,,,
2025-03-11 17:04:15.990031,846,303,786,287,,,,,,,,,,,,
2025-03-11 17:04:16.072423,845,303,786,289,,,,,,,,,,,,
2025-03-11 17:04:16.143454,839,306,781,291,,,,,,,,,,,,
2025-03-11 17:04:16.225792,827,306,769,291,,,,,,,,,,,,
2025-03-11 17:04:16.306793,822,305,762,289,,,,,,,,,,,,
2025-03-11 17:04:16.379512,805,297,744,282,,,,,,,,,,,,
2025-03-11 17:04:16.461313,793,293,732,276,,,,,,,,,,,,
2025-03-11 17:04:16.540119,804,287,713,260,,,,,,,,,,,,
2025-03-11 17:04:16.616452,800,284,710,259,,,,,,,,,,,,
2025-03-11 17:04:16.695789,790,282,700,255,,,,,,,,,,,,
2025-03-11 17:04:16.781654,788,282,699,257,,,,,,,,,,,,
2025-03-11 17:04:16.881416,785,282,697,256,,,,,,,,,,,,
2025-03-11 17:04:16.973944,772,275,684,251,,,,,,,,,,,,
2025-03-11 17:04:17.059930,767,277,679,253,,,,,,,,,,,,
2025-03-11 17:04:17.139937,763,281,675,255,,,,,,,,,,,,
2025-03-11 17:04:17.217064,760,281,672,255,,,,,,,,,,,,
2025-03-11 17:04:17.297367,759,282,671,256,,,,,,,,,,,,
2025-03-11 17:04:17.375316,753,283,666,259,,,,,,,,,,,,
2025-03-11 17:04:17.459298,752,284,664,259,,,,,,,,,,,,
2025-03-11 17:04:17.546784,689,267,661,262,,,,,,,,,,,,
2025-03-11 17:04:17.642129,716,279,660,266,,,,,,,,,,,,
2025-03-11 17:04:17.727495,713,291,658,277,,,,,,,,,,,,
2025-03-11 17:04:17.802448,712,292,656,278,,,,,,,,,,,,
2025-03-11 17:04:17.883338,712,297,656,283,,,,,,,,,,,,
2025-03-11 17:04:17.957116,712,298,657,285,,,,,,,,,,,,
2025-03-11 17:04:18.039514,710,302,656,289,,,,,,,,,,,,
2025-03-11 17:04:18.114601,707,303,655,290,,,,,,,,,,,,
2025-03-11 17:04:18.193669,709,303,657,291,,,,,,,,,,,,
2025-03-11 17:04:18.271500,709,303,657,290,,,,,,,,,,,,
2025-03-11 17:04:18.354196,710,302,657,289,,,,,,,,,,,,
2025-03-11 17:04:18.428311,710,300,657,289,,,,,,,,,,,,
2025-03-11 17:04:18.509284,710,302,657,288,,,,,,,,,,,,
2025-03-11 17:04:18.588794,710,301,656,288,,,,,,,,,,,,
2025-03-11 17:04:18.674402,710,301,656,288,,,,,,,,,,,,
2025-03-11 17:04:18.763413,712,303,657,289,,,,,,,,,,,,
2025-03-11 17:04:18.837060,712,303,657,289,,,,,,,,,,,,
2025-03-11 17:04:18.920165,714,303,661,290,,,,,,,,,,,,
2025-03-11 17:04:18.997265,715,303,660,290,,,,,,,,,,,,
2025-03-11 17:04:19.079247,712,310,659,296,,,,,,,,,,,,
